customerid,customername,customerrating,totalrides,customerfeedback,location,frequentdropofflocation,age,gender
cust763,Nehmat Dave,4.5,61,At natus nam voluptate.,Andheri,South Mumbai,43,Other
cust764,Madhup Barman,1.1,74,Assumenda eveniet rem in inventore nulla.,Sion,Thane,54,Other
cust765,Pari Loke,4.9,19,Totam soluta molestiae sit nostrum praesentium voluptatem.,South Mumbai,Vashi,46,Male
cust766,Saira Din,4.8,22,Temporibus minima fugit perferendis.,Bandra,Vashi,30,Male
cust767,Shanaya Saha,1.2,11,Distinctio praesentium quidem.,Malad,Ghatkopar,30,Other
cust768,Nirvaan Manne,1.6,77,Veniam iste consequuntur doloremque necessitatibus.,Andheri,Juhu,64,Male
cust769,Ishaan Basu,1.3,72,Consequuntur cupiditate molestiae explicabo nesciunt placeat dolorem.,Ghatkopar,Thane,38,Female
cust770,Azad Kaur,3.1,2,Autem quasi distinctio reiciendis.,Vashi,Versova,57,Other
cust771,Kavya Sani,3.1,54,Vel corporis eos ipsa.,South Mumbai,Ghatkopar,27,Male
cust772,Eshani Sodhi,3.3,75,Nisi facilis sit eum recusandae.,Vashi,South Mumbai,24,Other
cust773,Rohan Krishnan,4.1,37,Delectus voluptatem dignissimos praesentium exercitationem.,Kandivali,Thane,40,Female
cust774,Alia Sastry,2.1,84,Cum voluptatibus debitis ex.,Kurla,Borivali,56,Female
cust775,Manikya Master,1.1,36,Porro nam tempore veniam dolorum perspiciatis.,Ghatkopar,Dadar,57,Other
cust776,Adah Rajagopalan,3.7,52,Corporis molestias similique eum aspernatur.,Colaba,Ghatkopar,39,Other
cust777,Madhav Bhatnagar,2.0,96,Ratione quam nesciunt sit illo.,Kurla,Sion,35,Female
cust778,Navya Khare,1.1,39,Inventore rerum deleniti veniam optio laudantium officiis.,Andheri,Andheri,49,Other
cust779,Nirvi Deshpande,3.7,30,Culpa beatae quibusdam aspernatur laboriosam nemo.,Dadar,Andheri,65,Female
cust780,Taran Dora,4.1,42,Dicta a nihil fuga ullam soluta.,Andheri,Versova,44,Other
cust781,Kaira Gara,3.6,25,Laudantium voluptates iusto cum eaque aperiam totam.,Kurla,Bandra,44,Other
cust782,Rati Divan,2.9,67,Deserunt quia quae possimus eius quis aliquam incidunt.,Kandivali,Juhu,21,Other
cust783,Indrans Khanna,4.2,9,Magnam magnam fugit provident.,Andheri,Versova,50,Female
cust784,Tara Sekhon,1.5,68,Adipisci veritatis occaecati voluptatum corporis error suscipit.,Sion,Borivali,19,Male
cust785,Tara Shukla,1.8,26,Explicabo doloribus vitae iure molestias aliquid optio maxime.,Kandivali,Colaba,33,Male
cust786,Umang Doctor,2.8,47,Suscipit esse et quos vel molestiae asperiores.,Versova,Bandra,35,Female
cust787,Nirvi Gour,4.3,65,Libero voluptates alias cumque sed.,Ghatkopar,Malad,25,Other
cust788,Keya Arora,1.1,48,Quasi rerum temporibus necessitatibus vel libero iusto quod.,Kurla,Borivali,46,Male
cust789,Aradhya Chaudry,4.8,61,Rerum ea quibusdam quidem molestiae.,Borivali,Thane,40,Female
cust790,Ela Thakkar,1.7,34,Similique illo modi quo laudantium.,Versova,Kandivali,62,Male
cust791,Aarna Kapoor,2.1,50,Corrupti dignissimos facilis vel.,Colaba,Dadar,54,Male
cust792,Nitya Chaudhary,4.4,83,Iure eveniet animi cupiditate facere eligendi.,Bandra,Malad,31,Female
cust793,Reyansh Sehgal,3.6,66,Neque cupiditate asperiores maxime voluptates quasi nostrum maxime.,Colaba,Kandivali,61,Male
cust794,Riya Gaba,2.9,17,Perspiciatis voluptatem corporis temporibus praesentium ad.,Malad,Dadar,56,Male
cust795,Aarna Vaidya,1.9,78,Ex assumenda aliquam.,Vashi,Andheri,63,Other
cust796,Divyansh Shroff,3.6,55,In omnis tenetur aliquam quasi excepturi.,Sion,Ghatkopar,40,Female
cust797,Samarth Kapoor,2.0,60,Esse quia dolor repudiandae.,Andheri,Malad,51,Other
cust798,Sahil Sani,2.6,14,Provident commodi qui molestiae quo laborum quae.,Colaba,Thane,60,Female
cust799,Yuvraj  De,3.2,77,Ullam dolor dolores magni ad veniam.,Borivali,Andheri,37,Other
cust800,Azad Bhagat,1.4,9,Exercitationem quos porro nemo optio.,Juhu,Andheri,58,Female
cust801,Charvi Bains,4.4,34,Praesentium sint maxime perferendis est assumenda.,Malad,Versova,59,Female
cust802,Khushi Master,1.8,67,Consequuntur ducimus neque corrupti minus est rerum minus.,Vashi,Bandra,21,Other
cust803,Kimaya Wagle,2.6,41,Nam eaque eligendi eligendi.,Malad,Dadar,64,Male
cust804,Nitya Vaidya,3.6,38,Nisi quas temporibus consequuntur quidem aperiam.,Andheri,Sion,44,Female
cust805,Zoya Chana,2.6,5,Nobis eligendi exercitationem temporibus earum eos earum.,Borivali,Versova,54,Male
cust806,Jiya Lanka,2.4,92,Blanditiis veritatis quia ab libero ipsa.,Bandra,Malad,52,Other
cust807,Samaira Bhattacharyya,4.1,86,Dolorum repellat reprehenderit dolorem doloremque perferendis.,Juhu,Thane,37,Male
cust808,Anaya Mann,4.4,72,Non neque rerum asperiores quia tempore.,Dadar,Andheri,24,Female
cust809,Diya Venkatesh,1.5,34,Adipisci neque odio itaque nemo inventore voluptates.,Versova,Vashi,53,Male
cust810,Adira Khatri,4.8,43,Id veritatis sed in id necessitatibus.,Malad,South Mumbai,32,Female
cust811,Yuvaan Ratta,1.9,40,Expedita aperiam sed suscipit optio.,Ghatkopar,Vashi,39,Female
cust812,Urvi Dugar,2.0,38,Repudiandae eveniet soluta laudantium voluptatibus enim dolores.,Kurla,Kandivali,25,Female
cust813,Tejas Bumb,1.2,82,Ullam ullam laboriosam temporibus occaecati nulla accusantium.,Borivali,Borivali,57,Male
cust814,Prerak Ramanathan,2.9,25,Animi magni nam repellendus similique sunt fuga.,Thane,South Mumbai,61,Female
cust815,Amani Chacko,3.1,53,Quidem a reprehenderit ipsa rerum maxime repudiandae ea.,Colaba,Kandivali,27,Male
cust816,Yuvraj  Deshpande,5.0,44,Pariatur sit officia temporibus similique eius vitae eum.,Ghatkopar,Borivali,47,Male
cust817,Shamik Sehgal,2.3,92,Incidunt labore est eos odit.,Dadar,Vashi,23,Female
cust818,Anahita Choudhary,2.3,23,Repellendus harum quas expedita facilis.,Juhu,Malad,21,Male
cust819,Tejas Dalal,2.8,27,Facere labore aperiam saepe.,Vashi,Vashi,28,Other
cust820,Aaina Sankaran,4.1,63,Beatae laboriosam occaecati labore.,Vashi,Vashi,23,Male
cust821,Parinaaz Warrior,3.5,82,Laborum iste et eveniet.,Ghatkopar,Ghatkopar,45,Female
cust822,Raghav Karpe,2.5,5,Nisi eos in sequi.,Thane,Bandra,64,Female
cust823,Tara Sandhu,4.8,42,Hic magni illum aliquid.,Vashi,Kandivali,51,Male
cust824,Parinaaz Ahluwalia,1.1,1,Ex iure corrupti maxime tempora excepturi.,Malad,Versova,33,Male
cust825,Hiran Bajwa,3.8,45,Dolores ipsa iste nihil quidem maxime iste.,Andheri,Dadar,24,Female
cust826,Gokul Shah,3.0,40,Dolorum fugit voluptatem asperiores excepturi.,Dadar,South Mumbai,20,Female
cust827,Shray Mannan,4.8,59,Incidunt praesentium distinctio quisquam alias rem.,Versova,Thane,56,Other
cust828,Rhea Sarin,2.4,88,Exercitationem eligendi ad sint.,Dadar,Juhu,49,Female
cust829,Nitya Bajwa,4.0,22,Ex corrupti architecto laboriosam.,Sion,Sion,43,Male
cust830,Anahita Deo,1.9,94,Quidem facilis velit odio quae officiis doloribus.,Dadar,Bandra,64,Male
cust831,Suhana Tank,3.4,22,Quasi consectetur occaecati voluptatum nam aliquam.,South Mumbai,Juhu,63,Other
cust832,Damini Comar,4.2,49,Numquam culpa iusto tempora nemo ut.,Sion,Malad,34,Other
cust833,Advik Brahmbhatt,3.5,77,Aperiam quos ipsam repellat.,Colaba,Malad,24,Other
cust834,Aaryahi Kala,4.3,7,Quia expedita sunt corrupti omnis perspiciatis.,Versova,South Mumbai,44,Female
cust835,Indranil Banerjee,2.5,71,Molestiae corrupti reprehenderit harum voluptas omnis fuga.,Andheri,Kurla,62,Male
cust836,Ivan Anne,1.8,88,Delectus mollitia quo dolor.,Malad,Colaba,37,Female
cust837,Adah Doctor,3.6,85,Amet at vitae asperiores illum optio optio.,Thane,Andheri,57,Other
cust838,Gokul Ben,3.8,54,Accusantium illo aliquid beatae molestiae reprehenderit natus.,Kandivali,Sion,24,Other
cust839,Tara Shanker,3.9,16,Excepturi provident voluptatibus deserunt in.,Andheri,South Mumbai,24,Female
cust840,Madhup Taneja,1.8,26,Alias expedita ad necessitatibus.,Vashi,Andheri,51,Male
cust841,Samarth Agarwal,2.4,53,Enim ipsa dolorem unde ullam.,Andheri,Dadar,20,Other
cust842,Drishya Yohannan,3.0,27,Eligendi minima maiores iure perferendis ad accusamus.,Versova,Sion,48,Female
cust843,Fateh Dora,1.9,2,Aliquam qui iusto labore suscipit mollitia incidunt.,Malad,South Mumbai,25,Other
cust844,Emir Sanghvi,3.7,20,Aperiam recusandae ipsam illum quasi nulla fugit.,South Mumbai,Vashi,50,Male
cust845,Mehul Mann,3.9,13,Temporibus adipisci esse delectus quasi.,Sion,Andheri,59,Male
cust846,Anvi Bhat,2.8,38,Officiis magnam impedit eius ut.,Andheri,Kurla,21,Male
cust847,Armaan Sen,4.3,6,Dicta repellat molestiae nulla dolore illo nobis.,Kandivali,Andheri,41,Other
cust848,Vidur Luthra,2.3,95,Culpa facere doloremque.,South Mumbai,South Mumbai,20,Male
cust849,Dhanush Khatri,4.4,85,Nihil consequuntur error laborum autem magni illum.,Malad,Dadar,39,Female
cust850,Diya Kapadia,4.6,80,Sed cum laudantium similique rem asperiores vel.,Andheri,Sion,64,Male
cust851,Kabir Kalita,2.5,44,Laboriosam praesentium quas inventore iure quia nostrum.,Dadar,South Mumbai,43,Female
cust852,Gokul Yadav,4.8,35,Harum sint quia exercitationem ullam.,Kandivali,Ghatkopar,62,Female
cust853,Aradhya Gopal,4.2,84,Accusantium aspernatur commodi repellendus unde ea nisi.,Sion,Vashi,28,Male
cust854,Nirvaan Sehgal,1.5,93,Error voluptas sunt pariatur.,Colaba,Kandivali,28,Male
cust855,Hansh Bhavsar,2.7,76,Cumque delectus quia sapiente labore.,Kurla,Vashi,54,Other
cust856,Kavya Lad,2.8,79,Earum aut minus sit ut.,Ghatkopar,Vashi,40,Other
cust857,Raghav Balay,1.1,88,Fuga dolores quibusdam aut.,Sion,Kandivali,64,Male
cust858,Navya Din,2.9,63,Ex voluptates ducimus impedit.,South Mumbai,Sion,44,Female
cust859,Hansh Sawhney,1.2,34,Maiores qui vitae expedita.,Malad,Juhu,18,Other
cust860,Uthkarsh Master,4.5,68,Quae consectetur quas voluptatem dolorum voluptatem.,Vashi,Versova,54,Other
cust861,Kabir Chopra,3.3,86,Autem mollitia fuga ipsum.,Kandivali,Juhu,51,Other
cust862,Indrans Swamy,3.8,80,Ipsam non rerum.,South Mumbai,Ghatkopar,60,Other
cust863,Azad Reddy,2.0,45,Numquam facilis quia illum modi ea.,Malad,Malad,59,Female
cust864,Amani Kamdar,1.6,72,Voluptate earum adipisci fuga assumenda.,Sion,Borivali,21,Male
cust865,Vritika Kala,3.6,21,Nostrum commodi voluptatibus aliquam.,Thane,Kandivali,48,Female
cust866,Keya Swamy,4.5,10,Id placeat rem id.,Vashi,Kurla,38,Male
cust867,Stuvan Swamy,2.3,36,Libero magnam nam asperiores.,Colaba,Thane,32,Other
cust868,Hansh Jaggi,3.6,52,Labore ad ipsa sed.,Kandivali,Bandra,23,Female
cust869,Vidur Sathe,2.8,74,Dignissimos temporibus culpa quam deleniti.,Kurla,South Mumbai,49,Female
cust870,Fateh Cheema,2.3,64,Neque nisi laudantium.,Versova,Malad,19,Male
cust871,Ishaan Comar,2.6,5,Repudiandae quae blanditiis quam sed animi.,Thane,Thane,18,Male
cust872,Zain Trivedi,4.2,80,Molestias consectetur sequi corporis.,Malad,Andheri,50,Other
cust873,Mohanlal Uppal,1.8,86,Provident itaque tempore corrupti nihil hic atque.,Kurla,Juhu,41,Male
cust874,Kavya Sen,4.3,59,Provident sunt iste explicabo debitis ab.,Juhu,Thane,57,Other
cust875,Abram Babu,2.9,85,Doloremque consequatur ipsum.,Juhu,Versova,46,Male
cust876,Ela Varkey,1.4,85,Officia magni blanditiis cum temporibus accusamus.,Bandra,Colaba,39,Female
cust877,Ehsaan Dhillon,4.3,38,Iure sed deleniti beatae molestias qui laborum.,Thane,Thane,41,Other
cust878,Kiaan Borde,1.4,22,Natus eum ducimus ducimus provident aspernatur.,Kurla,Dadar,63,Other
cust879,Trisha Kapur,3.9,14,Totam quidem optio delectus animi fugiat.,Andheri,Borivali,30,Male
cust880,Hunar Bora,1.5,51,Doloremque eligendi quos laudantium architecto suscipit fugiat.,Bandra,Kurla,30,Other
cust881,Piya Dugar,2.4,97,Doloribus nisi dolores perspiciatis.,Ghatkopar,Colaba,58,Other
cust882,Mohanlal Dâ€™Alia,3.4,99,Magni aperiam nostrum perferendis aut.,Sion,Kurla,47,Other
cust883,Devansh Doshi,3.4,65,Inventore adipisci beatae ipsa tempora iste officiis.,Dadar,Kurla,18,Other
cust884,Alisha Rajagopal,3.9,71,Architecto nisi quibusdam vel.,Sion,Ghatkopar,55,Female
cust885,Ehsaan Bala,4.7,100,Aperiam quia ad dicta mollitia optio.,Sion,Sion,29,Other
cust886,Dhanush Borde,3.3,94,Fugit temporibus culpa delectus.,Kandivali,Dadar,24,Female
cust887,Ojas Buch,3.6,78,Commodi voluptate ipsa reiciendis nemo nisi.,Sion,Juhu,50,Female
cust888,Vedika Barman,2.7,78,Sit veniam ea atque vel libero quo.,Sion,Versova,33,Female
cust889,Rania Goel,2.6,44,Beatae voluptas laboriosam quod dolorum dolor.,Andheri,Kurla,26,Male
cust890,Ishaan Khurana,2.7,90,Soluta quos soluta magnam hic.,Sion,Versova,50,Female
cust891,Suhana Hayer,4.4,71,Necessitatibus nihil eum accusamus temporibus.,Kandivali,Juhu,63,Other
cust892,Devansh Bhatti,4.7,81,Rerum similique dolorum mollitia.,Bandra,Bandra,31,Other
cust893,Vihaan Bhatnagar,3.9,88,Dolorem voluptas hic autem deserunt.,Juhu,Sion,61,Male
cust894,Zain Mangat,4.9,84,Blanditiis distinctio rem in recusandae.,Dadar,Thane,52,Other
cust895,Shamik Shroff,3.5,91,Nihil distinctio quod qui.,South Mumbai,Vashi,40,Other
cust896,Ayesha Kanda,2.9,74,Laboriosam rem vero hic dignissimos dolorum provident.,Malad,Versova,44,Other
cust897,Himmat Sharaf,4.0,69,Consequuntur laborum sapiente quidem nihil.,Andheri,Sion,45,Male
cust898,Ira Kota,3.1,4,Dolores cupiditate voluptates aliquam illo fugit quae.,Ghatkopar,Dadar,21,Other
cust899,Aarav Mahajan,1.2,35,Fuga praesentium quo repellendus.,Vashi,Vashi,28,Female
cust900,Shaan Sankaran,3.7,19,Laborum eius qui ullam dolores.,Kandivali,Colaba,62,Female
cust901,Piya Dugar,1.8,70,Reiciendis odio fuga nihil nam.,Colaba,Juhu,46,Male
cust902,Dhanush Acharya,3.5,87,Vero cupiditate voluptates minima similique.,Versova,Thane,32,Other
cust903,Anika Deol,3.6,50,Architecto illum autem voluptatem molestias.,Bandra,Thane,62,Female
cust904,Nayantara Bera,3.8,7,Est et quibusdam vel nesciunt deleniti.,Sion,Ghatkopar,42,Female
cust905,Saira Sant,4.8,88,Quasi excepturi temporibus ipsum debitis voluptatem laboriosam eligendi.,Juhu,Thane,21,Male
cust906,Jivin Sankar,4.0,26,Cupiditate quod error sed reiciendis.,Borivali,Kandivali,46,Male
cust907,Amira Anne,4.6,91,Iste molestiae ex qui.,Versova,Malad,41,Other
cust908,Taimur Raju,3.2,78,Suscipit accusamus neque totam.,Bandra,Vashi,64,Male
cust909,Hrishita Chauhan,2.2,23,Modi eos vero accusamus tempora dignissimos facilis.,Malad,South Mumbai,29,Male
cust910,Armaan Kohli,3.9,16,Vel sit ex sint sit.,Ghatkopar,Colaba,45,Female
cust911,Neysa Hegde,3.2,17,Officiis dolore quos odio quam.,Dadar,Borivali,34,Male
cust912,Tarini Rama,2.3,91,Temporibus tempora cupiditate sint hic ratione amet.,Sion,Dadar,20,Male
cust913,Yuvraj  Swamy,4.7,77,Rem tenetur libero modi ratione et deleniti numquam.,Colaba,Vashi,58,Other
cust914,Nehmat Sachdeva,4.4,39,Illo facere vel aut voluptatum laudantium.,Kurla,Vashi,54,Other
cust915,Dishani Badal,2.4,91,Et maxime odit autem enim voluptate.,Juhu,Thane,32,Male
cust916,Anay Karpe,3.1,65,Voluptas sequi delectus eveniet dolore voluptas.,Dadar,Ghatkopar,52,Other
cust917,Kashvi Sandhu,2.6,45,Odit quam illo ad possimus illum.,Bandra,Sion,31,Other
cust918,Shaan Gole,2.3,47,Vitae architecto in cupiditate.,Andheri,Bandra,57,Other
cust919,Abram Ratti,2.9,72,Commodi quos repellendus repellat omnis.,Kandivali,Vashi,59,Male
cust920,Anvi Wali,1.5,45,Ipsa nesciunt sapiente esse amet.,Kurla,Bandra,59,Other
cust921,Arnav Tak,4.7,32,Aliquam repudiandae beatae consequuntur sed.,Colaba,Malad,38,Female
cust922,Alisha Bath,4.7,15,Reiciendis tenetur consequatur.,Ghatkopar,Andheri,52,Other
cust923,Anya Chandran,2.1,67,Perferendis aliquam debitis laudantium exercitationem qui neque occaecati.,Kandivali,Vashi,41,Other
cust924,Neysa Dara,4.2,58,Occaecati ad quasi inventore impedit.,Kurla,Colaba,36,Other
cust925,Miraya Bir,1.8,66,Dicta quam sit ipsam alias.,South Mumbai,South Mumbai,28,Other
cust926,Ahana  Apte,3.1,81,Hic aspernatur culpa voluptas consectetur.,South Mumbai,Bandra,60,Other
cust927,Raghav Dara,4.1,88,Et perspiciatis debitis tempora dicta.,Ghatkopar,Kandivali,24,Male
cust928,Hazel Deo,3.2,90,Consectetur dolore excepturi soluta ipsam.,Sion,Versova,45,Other
cust929,Kabir Edwin,4.3,10,Commodi nostrum vero.,Versova,Malad,27,Male
cust930,Keya Dugal,2.8,43,Tenetur fugiat perspiciatis repellendus architecto error reprehenderit.,Colaba,South Mumbai,22,Male
cust931,Sara Thakkar,1.7,33,Soluta reprehenderit temporibus maiores commodi.,Thane,South Mumbai,54,Male
cust932,Advik Sarin,4.6,53,Accusantium aspernatur vitae officiis.,Ghatkopar,Kurla,58,Female
cust933,Dhruv Mammen,2.7,3,Aliquam doloribus dolores et voluptate fuga tempora quibusdam.,Ghatkopar,Malad,25,Other
cust934,Himmat Dass,1.0,93,Perspiciatis voluptatibus dignissimos amet eligendi.,Borivali,South Mumbai,65,Other
cust935,Fateh Gara,1.2,10,Quis odio ipsum culpa sunt.,Juhu,Sion,50,Male
cust936,Suhana Goel,2.2,88,Minus quam nam magnam voluptatum quo.,Andheri,Borivali,23,Female
cust937,Shray Virk,4.1,57,Ipsa at consequatur id consequatur labore deleniti maxime.,Ghatkopar,Ghatkopar,60,Male
cust938,Jayesh Golla,2.9,69,Nisi cupiditate enim aut assumenda.,Bandra,Dadar,65,Female
cust939,Prerak Anand,4.2,70,Maiores deserunt repellat voluptates.,Andheri,Malad,27,Female
cust940,Shalv Rajagopalan,3.7,94,Molestiae tenetur ipsam minus.,Malad,Juhu,18,Other
cust941,Indrans Bala,4.5,19,Harum vel similique odit.,South Mumbai,Colaba,18,Other
cust942,Misha Vyas,3.4,69,Deserunt deleniti distinctio eos cum reprehenderit consectetur assumenda.,Thane,South Mumbai,37,Male
cust943,Vidur Butala,4.0,93,Totam eaque ducimus suscipit facere dolores libero.,Juhu,Bandra,44,Other
cust944,Indrans Dhar,4.4,19,Illo nobis reprehenderit minima cum.,Dadar,Dadar,32,Other
cust945,Nishith Halder,4.3,25,Neque numquam magni natus.,South Mumbai,Dadar,60,Other
cust946,Reyansh Ganesh,4.4,97,Voluptatibus ea nulla fuga consequatur itaque.,Sion,Thane,47,Other
cust947,Aaina Hari,3.2,38,Harum iure minus deserunt deleniti.,Malad,South Mumbai,34,Male
cust948,Vihaan Agrawal,1.8,75,Beatae eaque molestias at tempora quo magni aliquid.,Kurla,Juhu,40,Male
cust949,Dishani Doshi,3.7,31,Assumenda neque corporis architecto consequatur aliquid.,South Mumbai,Andheri,57,Male
cust950,Nirvi Bhakta,4.6,41,Veritatis molestiae officiis.,Kurla,Kurla,39,Other
cust951,Tiya Shankar,3.6,89,Optio dignissimos sequi ratione fugit tempora necessitatibus.,Borivali,Dadar,54,Other
cust952,Ranbir Vora,2.5,41,Totam blanditiis nobis inventore impedit aut consequuntur.,Ghatkopar,Dadar,18,Female
cust953,Farhan Soman,2.0,29,Veritatis asperiores molestias in nesciunt nam.,Versova,Versova,59,Female
cust954,Mannat Rattan,2.1,47,Dolorem nemo praesentium totam illo ipsum.,Dadar,Malad,64,Female
cust955,Faiyaz De,4.5,60,Ratione quis a cupiditate perferendis aperiam non.,Kurla,Juhu,37,Female
cust956,Indrans Sood,3.2,23,Neque aliquam fuga tempore.,Malad,Borivali,23,Female
cust957,Vaibhav Banik,4.4,18,Tenetur saepe similique ipsam libero deleniti.,Sion,Thane,30,Female
cust958,Elakshi Uppal,3.9,81,Minus consequatur consequatur iste aliquam.,South Mumbai,Versova,22,Male
cust959,Devansh Mammen,4.4,81,Facilis doloremque sit veniam.,Colaba,Kandivali,55,Other
cust960,Aayush Varkey,2.6,76,Laudantium fuga at maxime.,Bandra,Sion,20,Other
cust961,Shanaya Cherian,2.0,70,Minima reprehenderit delectus.,Kurla,Malad,27,Female
cust962,Ranbir Johal,2.6,99,Deserunt saepe aliquid accusantium nihil aspernatur a.,Borivali,Versova,36,Male
cust963,Aaina Ganesan,2.9,66,Possimus assumenda eum quisquam sit vel dolorem dolorem.,South Mumbai,Ghatkopar,41,Other
cust964,Eva Zacharia,1.0,31,Veritatis itaque dolore repellat debitis veritatis.,Kandivali,Vashi,57,Other
cust965,Rasha Hegde,1.7,66,Fugit exercitationem molestias ipsam mollitia officiis doloribus.,Dadar,Kurla,28,Male
cust966,Emir Behl,3.3,73,Sunt dolorem non voluptas error.,Malad,Kandivali,27,Other
cust967,Chirag Bhasin,3.9,46,Nihil voluptatibus consectetur.,Colaba,Bandra,49,Male
cust968,Khushi Chand,1.3,48,Magnam impedit hic.,Bandra,Colaba,60,Male
cust969,Samaira Kumar,3.1,47,Vitae et minima minus placeat.,Ghatkopar,Kurla,47,Male
cust970,Suhana Banik,1.2,84,Sequi itaque iure suscipit doloribus distinctio.,Juhu,South Mumbai,63,Other
cust971,Kimaya Kala,3.5,36,Nisi deleniti molestias culpa voluptas.,Kandivali,Versova,34,Other
cust972,Devansh Sengupta,3.2,23,Corrupti neque at debitis distinctio.,Ghatkopar,Malad,42,Female
cust973,Aradhya Chawla,3.4,10,Quidem nisi quas at dignissimos blanditiis.,Thane,Andheri,42,Male
cust974,Eshani Andra,3.1,46,Veniam iste et sit dolorem.,Kandivali,Kandivali,40,Female
cust975,Eva Koshy,4.2,78,Neque beatae fuga illum numquam.,Colaba,Thane,26,Female
cust976,Riya Seth,1.7,10,Quae exercitationem modi earum a.,Thane,Malad,35,Male
cust977,Prisha Chakrabarti,1.6,21,Nesciunt deserunt incidunt.,Juhu,Borivali,63,Male
cust978,Indranil Banik,3.6,54,Amet repudiandae esse itaque quisquam.,Vashi,Juhu,64,Male
cust979,Kanav Bhagat,2.9,62,Voluptas ex dolorem expedita.,Kurla,Bandra,55,Male
